,Country,Year,Population,Area (Km2),Total CO2 Emission including LUCF (Mt),Total CO2 Emission excluding LUCF (Mt),Other Fuel Combustion (Mt),Land-Use Change and Forestry (Mt),Industrial Processes (Mt),Fugitive Emissions (Mt),Sub-Region_Eastern Africa,Sub-Region_Middle Africa,Sub-Region_Northern Africa,Sub-Region_Southern Africa,Sub-Region_Western Africa
963,45,2018,41999059,1886068,63.47,21.67,0.42,21.0,1.56,0.58,0.0,0.0,1.0,0.0,0.0
964,45,2019,43232093,1886068,64.31,22.13,0.43,21.0,1.56,0.58,0.0,0.0,1.0,0.0,0.0
965,45,2020,44440486,1886068,61.480000000000004,20.8,0.3,21.0,1.56,0.56,0.0,0.0,1.0,0.0,0.0
966,46,2000,34463704,945087,57.47,2.95,0.07,51.65,0.34,0.0,1.0,0.0,0.0,0.0,0.0
967,46,2001,35414469,945087,57.81,3.13,0.08,51.63,0.36,0.0,1.0,0.0,0.0,0.0,0.0
968,46,2002,36353531,945087,58.639999999999986,3.57,0.05,51.62,0.41,0.0,1.0,0.0,0.0,0.0,0.0
969,46,2003,37333918,945087,59.00999999999999,3.77,0.05,51.62,0.47,0.0,1.0,0.0,0.0,0.0,0.0
970,46,2004,38360879,945087,61.59,5.08,0.05,51.6,0.51,0.0,1.0,0.0,0.0,0.0,0.0
971,46,2005,39439505,945087,62.63,5.66,0.06,51.6,0.54,0.0,1.0,0.0,0.0,0.0,0.0
972,46,2006,40562052,945087,63.320000000000014,5.99,0.04,51.59,0.54,0.0,1.0,0.0,0.0,0.0,0.0
973,46,2007,41716497,945087,63.05000000000001,5.91,0.04,51.57,0.63,0.0,1.0,0.0,0.0,0.0,0.0
974,46,2008,42870884,945087,63.34000000000001,6.07,0.05,51.56,0.68,0.0,1.0,0.0,0.0,0.0,0.0
975,46,2009,43957933,945087,62.98,5.93,0.04,51.55,0.75,0.0,1.0,0.0,0.0,0.0,0.0
976,46,2010,45110527,945087,64.86999999999999,6.91,0.05,51.55,0.89,0.0,1.0,0.0,0.0,0.0,0.0
977,46,2011,46416031,945087,67.41,8.02,0.05,51.55,0.92,0.0,1.0,0.0,0.0,0.0,0.0
978,46,2012,47786137,945087,70.13999999999999,9.59,0.06,51.55,0.99,0.0,1.0,0.0,0.0,0.0,0.0
979,46,2013,49253643,945087,72.6,10.7,0.06,51.53,0.91,0.0,1.0,0.0,0.0,0.0,0.0
980,46,2014,50814552,945087,71.26,10.11,0.06,51.53,1.09,0.0,1.0,0.0,0.0,0.0,0.0
981,46,2015,52542823,945087,72.36,10.77,0.07,51.53,1.22,0.0,1.0,0.0,0.0,0.0,0.0
982,46,2016,54401802,945087,83.98999999999998,10.65,0.07,63.7,1.58,0.0,1.0,0.0,0.0,0.0,0.0
983,46,2017,56267032,945087,85.85,11.66,0.07,63.7,1.63,0.0,1.0,0.0,0.0,0.0,0.0
984,46,2018,58090443,945087,86.40999999999998,12.02,0.07,63.69,1.75,0.0,1.0,0.0,0.0,0.0,0.0
985,46,2019,59872579,945087,91.49,14.96,0.08,63.68,2.52,0.0,1.0,0.0,0.0,0.0,0.0
986,46,2020,61704518,945087,90.27000000000001,14.44,0.08,63.68,2.52,0.0,1.0,0.0,0.0,0.0,0.0
987,47,2000,5008035,56785,4.92,1.27,0.0,2.66,0.32,0.0,0.0,0.0,0.0,0.0,1.0
988,47,2001,5145426,56785,2.9699999999999998,1.18,0.0,0.95,0.4,0.0,0.0,0.0,0.0,0.0,1.0
989,47,2002,5281538,56785,3.1999999999999997,1.34,0.0,0.95,0.49,0.0,0.0,0.0,0.0,0.0,1.0
990,47,2003,5421001,56785,3.9799999999999995,1.83,0.0,0.95,0.74,0.0,0.0,0.0,0.0,0.0,1.0
991,47,2004,5565218,56785,3.89,1.78,0.0,0.95,0.75,0.0,0.0,0.0,0.0,0.0,1.0
992,47,2005,5711597,56785,3.8099999999999996,1.75,0.0,0.95,0.78,0.0,0.0,0.0,0.0,0.0,1.0
993,47,2006,5874240,56785,3.5199999999999996,1.57,0.0,0.95,0.68,0.0,0.0,0.0,0.0,0.0,1.0
994,47,2007,6047537,56785,3.4499999999999997,1.5,0.0,0.95,0.6,0.0,0.0,0.0,0.0,0.0,1.0
995,47,2008,6222482,56785,3.83,1.57,0.0,0.95,0.47,0.0,0.0,0.0,0.0,0.0,1.0
996,47,2009,6398624,56785,6.31,2.82,0.0,0.95,0.55,0.0,0.0,0.0,0.0,0.0,1.0
997,47,2010,6571855,56785,5.93,2.63,0.0,0.95,0.55,0.0,0.0,0.0,0.0,0.0,1.0
998,47,2011,6748672,56785,5.579999999999999,2.52,0.0,0.94,0.62,0.0,0.0,0.0,0.0,0.0,1.0
999,47,2012,6926635,56785,5.079999999999999,2.24,0.0,0.94,0.61,0.0,0.0,0.0,0.0,0.0,1.0
1000,47,2013,7106229,56785,4.24,1.75,0.0,0.94,0.47,0.0,0.0,0.0,0.0,0.0,1.0
1001,47,2014,7288383,56785,3.94,1.59,0.0,0.94,0.44,0.0,0.0,0.0,0.0,0.0,1.0
1002,47,2015,7473229,56785,3.8699999999999997,1.83,0.0,0.94,0.81,0.0,0.0,0.0,0.0,0.0,1.0
1003,47,2016,7661354,56785,4.779999999999999,2.31,0.0,0.81,0.82,0.0,0.0,0.0,0.0,0.0,1.0
1004,47,2017,7852795,56785,4.3100000000000005,2.02,0.0,0.81,0.76,0.0,0.0,0.0,0.0,0.0,1.0
1005,47,2018,8046679,56785,4.640000000000001,2.19,0.0,0.81,0.75,0.0,0.0,0.0,0.0,0.0,1.0
1006,47,2019,8243094,56785,4.970000000000001,2.44,0.0,0.81,0.92,0.0,0.0,0.0,0.0,0.0,1.0
1007,47,2020,8442580,56785,4.950000000000001,2.42,0.0,0.81,0.86,0.0,0.0,0.0,0.0,0.0,1.0
1008,48,2000,9893316,163610,40.11,21.07,1.05,0.0,2.96,0.48,0.0,0.0,1.0,0.0,0.0
1009,48,2001,9995123,163610,41.81999999999999,21.97,1.08,0.0,2.99,0.47,0.0,0.0,1.0,0.0,0.0
1010,48,2002,10094561,163610,41.86,22.15,0.97,0.0,3.16,0.46,0.0,0.0,1.0,0.0,0.0
1011,48,2003,10193798,163610,41.410000000000004,21.96,1.01,0.0,3.17,0.45,0.0,0.0,1.0,0.0,0.0
1012,48,2004,10292225,163610,43.3,23.02,1.05,0.0,3.51,0.47,0.0,0.0,1.0,0.0,0.0
1013,48,2005,10388344,163610,44.260000000000005,23.54,1.07,0.0,3.53,0.54,0.0,0.0,1.0,0.0,0.0
1014,48,2006,10483558,163610,45.99999999999999,24.47,1.04,0.0,3.66,0.65,0.0,0.0,1.0,0.0,0.0
1015,48,2007,10580395,163610,47.760000000000005,25.37,1.03,0.0,3.73,0.66,0.0,0.0,1.0,0.0,0.0
1016,48,2008,10680380,163610,48.739999999999995,25.96,1.13,0.0,4.01,0.9,0.0,0.0,1.0,0.0,0.0
1017,48,2009,10784504,163610,48.629999999999995,25.98,1.06,0.0,3.99,0.86,0.0,0.0,1.0,0.0,0.0
1018,48,2010,10895063,163610,53.14,28.32,1.06,0.0,4.29,0.74,0.0,0.0,1.0,0.0,0.0
1019,48,2011,11032528,163610,54.65,26.72,0.98,3.88,3.41,1.06,0.0,0.0,1.0,0.0,0.0
1020,48,2012,11174383,163610,58.75,29.11,1.0,3.88,4.25,1.38,0.0,0.0,1.0,0.0,0.0
1021,48,2013,11300284,163610,58.300000000000004,28.6,1.03,3.88,3.71,1.25,0.0,0.0,1.0,0.0,0.0
1022,48,2014,11428948,163610,62.05,30.98,1.1,3.88,4.66,1.29,0.0,0.0,1.0,0.0,0.0
1023,48,2015,11557779,163610,62.85,31.63,1.16,3.88,4.94,1.08,0.0,0.0,1.0,0.0,0.0
1024,48,2016,11685667,163610,57.0,30.32,1.18,0.0,4.31,0.81,0.0,0.0,1.0,0.0,0.0
1025,48,2017,11811443,163610,58.29,30.74,1.29,0.0,3.99,0.6,0.0,0.0,1.0,0.0,0.0
1026,48,2018,11933041,163610,58.69,31.02,1.3,0.0,4.26,0.59,0.0,0.0,1.0,0.0,0.0
1027,48,2019,12049314,163610,58.88,31.05,1.26,0.0,4.18,0.59,0.0,0.0,1.0,0.0,0.0
1028,48,2020,12161723,163610,55.4,29.29,1.18,0.0,3.54,0.58,0.0,0.0,1.0,0.0,0.0
1029,49,2000,24020697,241550,16.93,1.3,0.01,14.34,0.11,0.0,1.0,0.0,0.0,0.0,0.0
1030,49,2001,24763325,241550,16.919999999999998,1.3,0.01,14.33,0.12,0.0,1.0,0.0,0.0,0.0,0.0
1031,49,2002,25545090,241550,17.259999999999998,1.49,0.01,14.33,0.14,0.0,1.0,0.0,0.0,0.0,0.0
1032,49,2003,26354736,241550,17.44,1.57,0.02,14.33,0.14,0.0,1.0,0.0,0.0,0.0,0.0
1033,49,2004,27146084,241550,17.570000000000004,1.63,0.02,14.33,0.15,0.0,1.0,0.0,0.0,0.0,0.0
1034,49,2005,27946588,241550,18.319999999999997,2.02,0.02,14.33,0.16,0.0,1.0,0.0,0.0,0.0,0.0
1035,49,2006,28773227,241550,19.080000000000002,2.4,0.02,14.33,0.16,0.0,1.0,0.0,0.0,0.0,0.0
1036,49,2007,29629804,241550,20.15,2.87,0.14,14.32,0.15,0.0,1.0,0.0,0.0,0.0,0.0
1037,49,2008,30509862,241550,20.33,2.97,0.07,14.32,0.19,0.0,1.0,0.0,0.0,0.0,0.0
1038,49,2009,31412520,241550,21.09,3.36,0.14,14.32,0.2,0.0,1.0,0.0,0.0,0.0,0.0
1039,49,2010,32341728,241550,20.93,3.33,0.14,14.32,0.32,0.0,1.0,0.0,0.0,0.0,0.0
1040,49,2011,33295738,241550,21.78,3.74,0.09,14.32,0.39,0.0,1.0,0.0,0.0,0.0,0.0
1041,49,2012,34273295,241550,21.860000000000007,3.78,0.12,14.32,0.43,0.0,1.0,0.0,0.0,0.0,0.0
1042,49,2013,35273570,241550,21.780000000000005,3.69,0.12,14.32,0.36,0.0,1.0,0.0,0.0,0.0,0.0
1043,49,2014,36336539,241550,22.619999999999994,4.11,0.14,14.32,0.39,0.0,1.0,0.0,0.0,0.0,0.0
1044,49,2015,37477356,241550,23.72,4.71,0.17,14.32,0.35,0.0,1.0,0.0,0.0,0.0,0.0
1045,49,2016,38748299,241550,24.14,4.95,0.19,14.31,0.37,0.0,1.0,0.0,0.0,0.0,0.0
1046,49,2017,40127085,241550,24.61,5.17,0.32,14.31,0.38,0.0,1.0,0.0,0.0,0.0,0.0
1047,49,2018,41515395,241550,26.0,5.87,0.49,14.31,0.38,0.0,1.0,0.0,0.0,0.0,0.0
1048,49,2019,42949080,241550,26.099999999999998,5.94,0.51,14.33,0.46,0.0,1.0,0.0,0.0,0.0,0.0
1049,49,2020,44404611,241550,25.31,5.67,0.49,14.32,0.53,0.0,1.0,0.0,0.0,0.0,0.0
1050,50,2000,9891136,752612,21.739999999999995,1.81,0.05,18.15,0.15,0.0,1.0,0.0,0.0,0.0,0.0
1051,50,2001,10191964,752612,21.900000000000002,1.84,0.05,18.17,0.09,0.0,1.0,0.0,0.0,0.0,0.0
1052,50,2002,10508294,752612,22.09,1.92,0.05,18.19,0.09,0.0,1.0,0.0,0.0,0.0,0.0
1053,50,2003,10837973,752612,22.35,2.08,0.05,18.18,0.14,0.0,1.0,0.0,0.0,0.0,0.0
1054,50,2004,11188040,752612,22.410000000000004,2.11,0.04,18.19,0.16,0.0,1.0,0.0,0.0,0.0,0.0
1055,50,2005,11564870,752612,22.760000000000005,2.29,0.05,18.17,0.17,0.0,1.0,0.0,0.0,0.0,0.0
1056,50,2006,11971567,752612,22.479999999999997,2.18,0.12,18.15,0.22,0.0,1.0,0.0,0.0,0.0,0.0
1057,50,2007,12402073,752612,21.980000000000004,1.98,0.1,18.14,0.21,0.0,1.0,0.0,0.0,0.0,0.0
1058,50,2008,12852966,752612,22.429999999999996,2.19,0.13,18.15,0.22,0.0,1.0,0.0,0.0,0.0,0.0
1059,50,2009,13318087,752612,22.869999999999997,2.49,0.11,18.13,0.34,0.0,1.0,0.0,0.0,0.0,0.0
1060,50,2010,13792086,752612,23.099999999999998,2.66,0.12,18.14,0.43,0.0,1.0,0.0,0.0,0.0,0.0
1061,50,2011,14265814,752612,39.30000000000001,3.05,0.12,33.56,0.46,0.0,1.0,0.0,0.0,0.0,0.0
1062,50,2012,14744658,752612,41.160000000000004,4.03,0.14,33.56,0.61,0.0,1.0,0.0,0.0,0.0,0.0
1063,50,2013,15234976,752612,41.46,4.24,0.23,33.55,0.7,0.0,1.0,0.0,0.0,0.0,0.0
1064,50,2014,15737793,752612,42.24000000000001,4.69,0.18,33.54,0.74,0.0,1.0,0.0,0.0,0.0,0.0
1065,50,2015,16248230,752612,42.81,4.96,0.18,33.54,0.7,0.0,1.0,0.0,0.0,0.0,0.0
1066,50,2016,16767761,752612,43.41,5.32,0.19,33.51,0.78,0.0,1.0,0.0,0.0,0.0,0.0
1067,50,2017,17298054,752612,46.309999999999995,6.81,0.27,33.5,0.86,0.0,1.0,0.0,0.0,0.0,0.0
1068,50,2018,17835893,752612,48.17999999999999,7.86,0.31,33.51,1.07,0.0,1.0,0.0,0.0,0.0,0.0
1069,50,2019,18380477,752612,47.910000000000004,7.62,0.36,33.6,0.96,0.0,1.0,0.0,0.0,0.0,0.0
1070,50,2020,18927715,752612,47.92,7.61,0.37,33.61,0.93,0.0,1.0,0.0,0.0,0.0,0.0
1071,51,2000,11834676,390757,37.5,13.58,2.07,10.4,0.4,0.0,1.0,0.0,0.0,0.0,0.0
1072,51,2001,11910978,390757,37.99,13.55,1.46,10.94,0.32,0.0,1.0,0.0,0.0,0.0,0.0
1073,51,2002,11984644,390757,35.46,12.29,1.29,10.94,0.24,0.0,1.0,0.0,0.0,0.0,0.0
1074,51,2003,12075828,390757,31.089999999999996,10.1,1.3,10.94,0.16,0.0,1.0,0.0,0.0,0.0,0.0
1075,51,2004,12160881,390757,30.110000000000003,9.67,0.71,10.94,0.2,0.0,1.0,0.0,0.0,0.0,0.0
1076,51,2005,12224753,390757,31.65,10.46,0.93,10.94,0.24,0.0,1.0,0.0,0.0,0.0,0.0
1077,51,2006,12330490,390757,30.279999999999998,9.79,1.62,10.94,0.27,0.0,1.0,0.0,0.0,0.0,0.0
1078,51,2007,12450568,390757,30.32,9.75,1.9,10.94,0.15,0.0,1.0,0.0,0.0,0.0,0.0
1079,51,2008,12550347,390757,26.219999999999995,7.71,1.72,10.94,0.15,0.0,1.0,0.0,0.0,0.0,0.0
1080,51,2009,12679810,390757,25.84,7.57,1.98,10.94,0.27,0.0,1.0,0.0,0.0,0.0,0.0
1081,51,2010,12839771,390757,29.700000000000003,9.52,1.29,10.94,0.31,0.0,1.0,0.0,0.0,0.0,0.0
1082,51,2011,13025785,390757,33.69,11.36,0.98,11.32,0.38,0.0,1.0,0.0,0.0,0.0,0.0
1083,51,2012,13265331,390757,34.71,11.95,1.02,11.32,0.57,0.0,1.0,0.0,0.0,0.0,0.0
1084,51,2013,13555422,390757,35.32000000000001,12.22,0.91,11.32,0.46,0.0,1.0,0.0,0.0,0.0,0.0
1085,51,2014,13855753,390757,34.870000000000005,12.01,0.84,11.32,0.5,0.0,1.0,0.0,0.0,0.0,0.0
1086,51,2015,14154937,390757,34.78000000000001,11.99,0.77,11.32,0.59,0.0,1.0,0.0,0.0,0.0,0.0
1087,51,2016,14452704,390757,107.72,10.45,0.66,87.16,0.46,0.0,1.0,0.0,0.0,0.0,0.0
1088,51,2017,14751101,390757,106.41,9.78,0.66,87.16,0.47,0.0,1.0,0.0,0.0,0.0,0.0
1089,51,2018,15052184,390757,108.92999999999999,11.07,0.79,87.16,0.56,0.0,1.0,0.0,0.0,0.0,0.0
1090,51,2019,15354608,390757,107.20999999999998,10.19,0.78,87.16,0.47,0.0,1.0,0.0,0.0,0.0,0.0
1091,51,2020,15669666,390757,103.35000000000001,8.31,0.61,87.16,0.5,0.0,1.0,0.0,0.0,0.0,0.0
